,Title,Image,Total Time,Yields,Ingredients,Instructions
0,Singapore Sling Slush,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6204962.jpg,30,46 cocktails,"['½ cup white sugar', '4 cups water', '½ cup grenadine syrup', '½ cup cherry juice', '½ cup lemon juice', '½ cup cherry brandy liqueur', '2 cups gin', '2 ½ cups pineapple juice', '1 (6 ounce) can frozen pink lemonade concentrate, thawed', '2 (2 liter) bottles lemon-lime flavored carbonated beverage', '46 maraschino cherries']","Dissolve the sugar in the water in a gallon-sized, freezer-safe container. Stir in the grenadine, cherry juice, lemon juice, cherry brandy, gin, pineapple juice, and lemonade concentrate. Freeze for 24 hours, stirring at least twice during this time.
To serve, place 1/4 cup of the slush in a a glass, and top with lemon-lime soda. Garnish with a cherry to serve."
1,T's Sweet Potato Fries,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2800528.jpg,55,4 servings,"['4 sweet potatoes, cut into large French fries', '1 tablespoon water', '2 teaspoons Italian seasoning', '½ teaspoon lemon pepper', '1 pinch salt and pepper to taste', '2 tablespoons olive oil']","Preheat the oven to 400 degrees F (200 degrees C).
Place the cut sweet potatoes into a microwave-safe dish with the water. Cook on in the microwave for 5 minutes on full power. Drain off liquid, and toss with Italian seasoning, lemon pepper, salt, pepper, and olive oil. Arrange fries on a baking sheet in a single layer.
Bake for 30 minutes, turning once, or until fries are crispy on the outside."
2,Pam's Corn Chowder,https://images.media-allrecipes.com/userphotos/250x250/983485.jpg,30,6 serving(s),"['3 tablespoons butter', '1 large onion, diced', '1 small green bell pepper, diced', '1 small red bell pepper, diced', '1/3 cup all-purpose flour', '1 quart chicken broth', '1 cup water', '2 (10 ounce) packages frozen corn kernels', 'salt and pepper to taste', '1/4 teaspoon cayenne pepper', '1 cup heavy cream']","Melt butter in a small soup kettle over medium-high heat. Cook onions and red and green peppers until tender, about 5 to 7 minutes.
Stir in flour, then broth, water, and corn. Season with salt, ground black pepper, and cayenne. Partially cover, and bring to boil. Reduce heat , and simmer for about 8 minutes to blend flavors.
Stir in cream, heat through, and serve."
3,Pam's Glazed Meatloaf,https://images.media-allrecipes.com/userphotos/250x250/976275.jpg,75,12 serving(s),"['1 tablespoon olive oil', '1 small onion, diced', '2 pounds lean ground beef', '2 eggs', '1/2 cup milk', '1 cup crushed saltine crackers', '2 teaspoons Dijon mustard', '2 teaspoons Worcestershire sauce', '1 teaspoon salt', '1/2 teaspoon ground black pepper', '2 tablespoons brown sugar', '2 tablespoons prepared mustard', '1/2 cup ketchup']","Preheat oven to 350 degrees F (175 degrees C). Set a foil-covered wire rack over a foil-covered lipped cookie sheet. Use a fork to pierce foil on rack all over.
Heat oil in a skillet over medium-high heat. Cook onions in oil until tender and golden, about 5 minutes.
Break up ground beef in a large bowl. Mix in cooked onions, eggs, milk, cracker crumbs, Dijon mustard, Worcestershire sauce, and salt and pepper. Divide meat mixture into 2 portions. Place on foiled-lined wire rack, and form into 2 oval loaves.
Mix together brown sugar, mustard, and ketchup in a small bowl. Brush mixture over each loaf.
Bake until cooked through (160 degrees on a meat thermometer), about 45 to 50 minutes. Let stand 5 minutes to cool, slice, and serve."
4,"Olive, Anchovy and Onion Pie",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fwww.allrecipes.com%2Fimg%2Fmisc%2Fog-default.png,40,1 - 8 inch pie,"['1 cup all-purpose flour', '¼ teaspoon salt', '¼ cup butter, softened', '5 fresh basil leaves, chopped', '3 tablespoons olive oil', '2 tablespoons water', '1 red onion, chopped', '1 tomato, chopped', '8 anchovy fillets, chopped', '8 pitted green olives, chopped', '6 fresh mushrooms, chopped', '4 ounces goat cheese', 'salt and pepper to taste']","In a medium bowl, stir together the flour, salt and basil leaves. Mix in the butter, olive oil and water until it becomes a smooth dough. Cover and refrigerate for 20 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Butter an 8 inch pie plate. Press the dough into the bottom and up the sides of the dish until it is about 1/4 inch or 1/2 centimeter thick. Bake for about 8 minutes in the preheated oven, until just starting to brown.
Make a layer of mushrooms and onion in the bottom of the pie crust. Top with a layer of tomatoes, olives and anchovies. Dot with goat cheese.
Return to the preheated oven, and bake for 10 minutes, or until golden brown."
5,Oatmeal Apple Muffins,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5766469.jpg,0,12 servings,"['1 egg', '¾ cup fat free half-and-half', '3 tablespoons canola or olive oil', '⅓ cup Splenda or sugar', '1 medium apple, peeled and chopped', '¾ cup dried cranberries or raisins', '½ cup walnut pieces', '1 cup whole wheat flour', '1 cup quick-cooking oats', '¼ teaspoon salt', '1 tablespoon baking powder', '½ teaspoon ground nutmeg', '2 teaspoons ground cinnamon']","Preheat oven to 450 degrees.
In a bowl, beat together egg, half-and-half, oil, and Splenda (or sugar). In a large bowl, combine remaining ingredients. Fold egg mixture into dry mixture, just to moisten.
Fill non-stick muffin tins 3/4 full. Bake 15 to 20 minutes."
6,Potluck Bagels,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1948325.jpg,20,24 servings,"['1 (10.75 ounce) can condensed cream of chicken soup', '1 cup shredded Cheddar cheese', '1 cup mayonnaise', '½ cup chopped green onions', '2 (6 ounce) packages sliced ham, chopped', '24 mini bagels, split']","Preheat the oven to 350 degrees F (175 degrees C).
In a medium bowl, stir together the cream of chicken soup, Cheddar cheese, mayonnaise, green onions and ham. Spread onto the cut sides of the bagels. Place on a baking sheet.
Bake for 10 minutes, or until toasted."
7,Veal and Eggplant Moussaka,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7837605.jpg,75,6 servings,"['2 medium eggplant, thinly sliced', '¼ cup vegetable oil', '2 tablespoons butter', '1 large onion, chopped', '1 clove garlic, chopped', '1 pound ground veal', 'salt and pepper to taste', '1 tablespoon tomato paste', '2 tablespoons chopped fresh parsley', '½ cup beef stock', '¼ cup bread crumbs', '2 tablespoons all-purpose flour', '2 tablespoons butter', '1 egg yolk, beaten', '1 cup milk', '½ cup feta cheese']","Preheat your oven's broiler. Grease a 9 inch square baking dish.
Brush the eggplant slices with oil, and place on a baking sheet. Broil until browned on one side, about 5 minutes. Set oven to 350 degrees F (175 degrees C).
Melt 2 tablespoons of butter in a large skillet over medium heat. Add onions and garlic; cook and stir until softened. Crumble in the veal, and cook until evenly browned. Season with salt and pepper, and stir in the tomato paste, parsley and beef stock. Simmer over low heat for 15 minutes. Stir in the bread crumbs, reserving 1 tablespoon for later, remove from the heat and set aside.
Melt the remaining butter in a small saucepan over medium heat. Stir in the flour until smooth, then gradually stir in the milk so that no lumps form. Simmer, stirring constantly, until thickened. Remove from the heat and whisk in the egg yolk.
Place a layer of eggplant on the bottom of the prepared baking dish. Top with half of the veal mixture, and half of the feta cheese. Repeat the layers, then place remaining eggplant in a layer on top. Pour the sauce over all, and sprinkle with reserved bread crumbs.
Bake for 45 minutes, uncovered, in the preheated oven, or until browned and bubbly."
8,Easy Sausage Pizza,https://images.media-allrecipes.com/userphotos/250x250/988107.jpg,0,4 serving(s),"['1/2 (19 ounce) package Johnsonville Mild Italian Ground Sausage links, casings removed*', '1 (10 ounce) partially baked thin pizza crust (12-inches)', '1 cup pizza sauce', '1 1/4 cups shredded mozzarella cheese, divided', '1/2 cup chopped green peppers']","On a clean surface, pinch off sausage into pieces the size of a dime; set aside.
Place crust on a pizza pan. Spread sauce evenly over crust. Sprinkle with 1 cup of cheese. Arrange sausage on pizza. Top with green pepper and remaining cheese.
Bake according to crust package directions or until sausage is done and crust and cheese are lightly browned. Serve."
9,Rigatoni a la You!,https://images.media-allrecipes.com/userphotos/250x250/976373.jpg,0,8 serving(s),"['1 (19.76 ounce) package Johnsonville Mild Italian Sausage Links', '1 (16 ounce) package rigatoni pasta', '3 tablespoons olive oil', '2 cloves garlic, minced', '1 large red bell pepper, chopped', '2 tablespoons fresh Italian parsley, chopped', '1 (26 ounce) jar of your favorite pasta sauce']","Cook sausage links according to package directions. While sausage is cooking, boil the rigatoni according to directions. In a large pan, heat olive oil, add garlic, and saute lightly for 30 seconds. Add peppers and cook until tender but still crisp.
Coin-slice cooked sausage and combine in pan with pasta sauce and peppers and heat until warm. Pour over cooked pasta, top with fresh parsley. Serve immediately. Enjoy immensely. And welcome to Johnsonville."
10,Onion Dijon Crusted Catfish,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3624263.jpg,30,4 servings,"['1 onion, finely chopped', '¼ cup honey Dijon mustard', '4 (6 ounce) fillets catfish fillets', 'garlic salt and pepper to taste', 'dried parsley flakes']","Preheat the oven to 350 degrees F (175 degrees C).
In a small bowl, mix together the onion and mustard. Season the catfish fillets with garlic salt and pepper. Place on a baking tray and coat with the onion and honey. Sprinkle parsley flakes over the top.
Bake for 20 minutes in the preheated oven, then turn the oven to broil. Broil until golden, 3 to 5 minutes."
11,Twisted Green Bean Casserole,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F544575.jpg,30,8 servings,"['3 (16 ounce) cans seasoned green beans, drained', '1 ½ cups frozen corn', '2 cups sour cream', '1 (10.75 ounce) can condensed cream of mushroom soup', '4 ounces buttery round crackers', '½ cup butter, melted', '1 ½ cups shredded Colby-Jack cheese']","Preheat the oven to 350 degrees F (175 degrees C).
Place the green beans and corn into a 2 quart casserole dish, and spread evenly. In a medium bowl, stir together the sour cream and cream of mushroom soup. Spread on top of the corn and beans. Sprinkle shredded cheese over the soup. Stir together the melted butter and cracker crumbs; sprinkle over the top.
Bake for 15 to 20 minutes in the preheated oven, until the cheese is melted and everything is heated through."
12,Feta and Roasted Red Pepper Dip,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4575364.jpg,5,1 3/4 cups,"['1 roasted red bell pepper', '1 clove garlic, minced', '8 ounces feta cheese', '¼ cup plain yogurt', '1 pinch cayenne pepper, or to taste']","Place the roasted pepper, garlic, feta cheese, yogurt, and cayenne pepper into a blender. Cover, and blend until smooth."
13,Letcho,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F454952.jpg,35,5 servings,"['2 tablespoons vegetable oil', '2 onions, sliced', '2 green or red bell peppers, seeded and chopped', '1 pinch salt and pepper to taste', '2 teaspoons mild paprika, or to taste', '4 tomatoes, chopped', '9 ounces hot pepperoni sticks or summer sausage, sliced']","Heat the oil in a large skillet over medium heat. Add the onions and green peppers; cook and stir until soft. Season with salt, pepper and paprika. Put in tomatoes, cover and simmer for about 5 minutes.
In a separate skillet, fry the pepperoni or sausage until browned. Mix into the pan with the tomatoes. Cover and simmer for 5 more minutes. Serve over hot cooked rice."
0,Avocado and Zucchini Salad with Olives,https://images.media-allrecipes.com/userphotos/250x250/976458.jpg,15,4 serving(s),"['3 cups shredded zucchini', '1 medium-size firm-ripe avocado', '1 cup arugula or watercress sprigs, rinsed and crisped', '1/4 cup Safeway SELECT Verdi Olive Oil', '2 tablespoons lemon juice', '1 pinch Salt and pepper', '8 Greek-style olives (optional)']","Place zucchini in a wide, shallow bowl. Peel, pit, and slice the avocado. Arrange avocado and arugula over zucchini.
In a small bowl, combine oil and lemon juice; season to taste with salt and pepper, then mix well. Pour dressing over salad and mix lightly. Garnish with olives, if desired."
1,Barbecued Pizza with Nectarine and Basil Topping,https://images.media-allrecipes.com/userphotos/250x250/989740.jpg,35,4 serving(s),"['1 (1 pound) loaf frozen white or whole-wheat bread dough, thawed', '1 tablespoon Safeway SELECT Verdi Olive Oil', '4 pitted firm-ripe nectarines', '2 teaspoons Safeway SELECT Balsamic Vinegar', '1 1/3 cups shredded Safeway SELECT Sonoma Jack Jack Cheese', '1/2 cup Safeway SELECT Verdi Shredded Parmesan Cheese', '1/4 cup pine nuts', '1/2 cup fresh basil leaves, finely shredded']","On a floured board, divide dough into 4 equal pieces; shape each into a ball. Roll out each ball into a 5- to 6-inch-wide round. Brush tops lightly with about half the olive oil. Place each round, oiled side down, on a 10- by 12-inch piece of foil (you should have 4 pieces of foil total). With your hands, flatten rounds to 1/8 inch thick and 7 to 8 inches wide. Lightly brush with remaining oil. Let stand, uncovered, at room temperature, until slightly puffy, 15 to 25 minutes.
Thinly slice nectarines and mix with balsamic vinegar.
Lift 1 piece of foil and flip the round of dough over onto a barbecue grill over a solid bed of medium-hot coals or medium-high heat on a gas grill (you can hold your hand at grill level only 3 to 4 seconds); close lid on gas grill. Peel off and discard foil. Repeat to place remaining rounds of dough slightly apart on grill. Cook until pizza crusts are golden brown on bottom, about 2 minutes.
With a wide spatula, transfer crusts to baking sheets, browned sides up. Sprinkle cheeses evenly between the four pizzas. Lay nectarines over cheese. Top each pizza with 1 tablespoon pine nuts. Slide pizzas from baking sheet back onto grill. Cover barbecue (open vents for charcoal), and cook until toppings are hot and pizza bottoms are crisp and brown, 3 to 4 minutes more. Remove from grill. Scatter fresh basil over pizzas; add salt and pepper to taste."
